Date,Streamflow (mm)
05/14/2007,2.27729845
05/15/2007,2.21850417
05/16/2007,2.17538836
05/17/2007,2.07347828
05/18/2007,1.95588972
05/19/2007,1.88533658
05/20/2007,1.95980933
05/21/2007,1.95980933
05/22/2007,1.94021124
05/23/2007,1.81478344
05/24/2007,1.74031069
05/25/2007,1.65407908
05/26/2007,1.58744556
05/27/2007,1.54432976
05/28/2007,1.50121395
05/29/2007,1.45417853
05/30/2007,1.39146463
05/31/2007,1.35618806
06/01/2007,1.32483111
06/02/2007,1.28955454
06/03/2007,1.23076026
06/04/2007,1.20332293
06/05/2007,1.51297281
06/06/2007,1.60312404
06/07/2007,1.49337471
06/08/2007,1.37578615
06/09/2007,1.33267035
06/10/2007,1.63840060
06/11/2007,1.48161586
06/12/2007,1.36794692
06/13/2007,1.27779569
06/14/2007,1.22684064
06/15/2007,1.19548369
06/16/2007,1.16412674
06/17/2007,1.13668941
06/18/2007,1.11317170
06/19/2007,1.09357361
06/20/2007,1.05437742
06/21/2007,1.02302047
06/22/2007,0.99558314
06/23/2007,0.98382429
06/24/2007,0.96422619
06/25/2007,0.94854772
06/26/2007,0.92111039
06/27/2007,0.90935153
06/28/2007,0.89759268
06/29/2007,1.03869895
06/30/2007,0.94854772
07/01/2007,0.87799458
07/02/2007,0.85447687
07/03/2007,0.83487878
07/04/2007,0.81136106
07/05/2007,0.79568259
07/06/2007,0.76432564
07/07/2007,0.74864717
07/08/2007,0.72512945
07/09/2007,0.68201365
07/10/2007,0.66241556
07/11/2007,0.64673708
07/12/2007,0.63497822
07/13/2007,0.62713899
07/14/2007,0.61929975
07/15/2007,0.61146051
07/16/2007,0.60754089
07/17/2007,0.61538013
07/18/2007,0.73688831
07/19/2007,0.73688831
07/20/2007,0.63889784
07/21/2007,0.63889784
07/22/2007,0.61146051
07/23/2007,0.58010356
07/24/2007,0.57226433
07/25/2007,0.56050547
07/26/2007,0.54482699
07/27/2007,0.51738966
07/28/2007,0.50563081
07/29/2007,0.49387195
07/30/2007,0.49387195
07/31/2007,0.48603271
08/01/2007,0.47819348
08/02/2007,0.47035424
08/03/2007,0.46251500
08/04/2007,0.45467577
08/05/2007,0.44291691
08/06/2007,0.43507767
08/07/2007,0.43115805
08/08/2007,0.42723843
08/09/2007,0.42331882
08/10/2007,0.41547958
08/11/2007,0.41939920
08/12/2007,0.43899729
08/13/2007,0.43507767
08/14/2007,0.42723843
08/15/2007,0.42331882
08/16/2007,0.42331882
08/17/2007,0.41939920
08/18/2007,0.41939920
08/19/2007,0.51738966
08/20/2007,0.60362127
08/21/2007,0.60754089
08/22/2007,0.48995233
08/23/2007,0.46251500
08/24/2007,0.45075615
08/25/2007,0.43507767
08/26/2007,0.42723843
08/27/2007,0.41939920
08/28/2007,0.41547958
08/29/2007,0.40764034
08/30/2007,0.39980110
08/31/2007,0.39980110
09/01/2007,0.39588149
09/02/2007,0.39039402
09/03/2007,0.38686636
09/04/2007,0.42331882
09/05/2007,0.41547958
09/06/2007,0.39588149
09/07/2007,0.38921813
09/08/2007,0.37706732
09/09/2007,0.36687631
09/10/2007,0.36491650
09/11/2007,0.36256473
09/12/2007,0.36178080
09/13/2007,0.36570042
09/14/2007,0.37118789
09/15/2007,0.37079593
09/16/2007,0.36648435
09/17/2007,0.38608244
09/18/2007,0.38490655
09/19/2007,0.36883612
09/20/2007,0.36726827
09/21/2007,0.36648435
09/22/2007,0.36452454
09/23/2007,0.36413257
09/24/2007,0.36295669
09/25/2007,0.35825315
09/26/2007,0.35707726
09/27/2007,0.35707726
09/28/2007,0.46251500
09/29/2007,0.54090738
09/30/2007,0.74472755
10/01/2007,1.08181475
10/02/2007,0.67025479
10/03/2007,1.45417853
10/04/2007,1.80302459
10/05/2007,1.05437742
10/06/2007,0.80744145
10/07/2007,0.70553136
10/08/2007,0.66241556
10/09/2007,0.61929975
10/10/2007,0.67025479
10/11/2007,0.68985289
10/12/2007,0.65065670
10/13/2007,0.59970166
10/14/2007,0.57618394
10/15/2007,0.58794280
10/16/2007,0.87407496
10/17/2007,1.38362539
10/18/2007,2.85348239
10/19/2007,20.18603614
10/20/2007,11.56287507
10/21/2007,10.34779329
10/22/2007,7.09450979
10/23/2007,6.38897843
10/24/2007,4.82113096
10/25/2007,3.72363774
10/26/2007,3.02594561
10/27/2007,2.61438565
10/28/2007,2.32433387
10/29/2007,2.19890607
10/30/2007,2.10483523
10/31/2007,1.90885429
11/01/2007,1.79126573
11/02/2007,1.69327526
11/03/2007,1.60704365
11/04/2007,1.54824937
11/05/2007,1.48553548
11/06/2007,1.43850005
11/07/2007,1.39146463
11/08/2007,1.34834882
11/09/2007,1.31699187
11/10/2007,2.01076438
11/11/2007,1.72855183
11/12/2007,5.01711190
11/13/2007,8.42718014
11/14/2007,4.89952334
11/15/2007,3.84514591
11/16/2007,7.76084496
11/17/2007,30.61222180
11/18/2007,26.45742601
11/19/2007,21.24433318
11/20/2007,13.99303865
11/21/2007,9.75985049
11/22/2007,7.25129454
11/23/2007,5.72264326
11/24/2007,4.78193478
11/25/2007,4.15479579
11/26/2007,3.77851240
11/27/2007,3.73931621
11/28/2007,3.45710367
11/29/2007,4.03720723
11/30/2007,3.99801104
12/01/2007,3.61388841
12/02/2007,4.50756147
12/03/2007,15.60008230
12/04/2007,25.63430609
12/05/2007,17.71667638
12/06/2007,14.38500051
12/07/2007,11.40609033
12/08/2007,8.93673056
12/09/2007,7.09450979
12/10/2007,5.91862419
12/11/2007,5.05630808
12/12/2007,4.42916910
12/13/2007,3.91961867
12/14/2007,3.55901375
12/15/2007,3.48062138
12/16/2007,3.21800693
12/17/2007,3.49238023
12/18/2007,4.70354240
12/19/2007,6.93772504
12/20/2007,9.87743905
12/21/2007,7.13370598
12/22/2007,6.03621275
12/23/2007,15.79606324
12/24/2007,26.06546415
12/25/2007,14.89455094
12/26/2007,10.58297041
12/27/2007,8.23119920
12/28/2007,6.85933267
12/29/2007,6.54576318
12/30/2007,6.78094030
12/31/2007,5.52666232
01/01/2008,4.78193478
01/02/2008,4.35077672
01/03/2008,4.19399198
01/04/2008,4.74273859
01/05/2008,5.72264326
01/06/2008,5.25228902
01/07/2008,4.58595384
01/08/2008,4.58595384
01/09/2008,5.17389664
01/10/2008,12.42519118
01/11/2008,21.12674462
01/12/2008,19.28452385
01/13/2008,16.93275265
01/14/2008,12.89554542
01/15/2008,11.01412846
01/16/2008,9.01512294
01/17/2008,7.40807928
01/18/2008,6.27138987
01/19/2008,5.48746614
01/20/2008,5.01711190
01/21/2008,4.46836528
01/22/2008,3.99801104
01/23/2008,3.74715545
01/24/2008,3.54725490
01/25/2008,3.26504235
01/26/2008,3.68836117
01/27/2008,5.99701656
01/28/2008,5.13470046
01/29/2008,4.66434622
01/30/2008,4.15479579
01/31/2008,4.38997291
02/01/2008,4.27238435
02/02/2008,3.99801104
02/03/2008,3.55117451
02/04/2008,3.18664998
02/05/2008,3.08865951
02/06/2008,3.19448922
02/07/2008,5.76183944
02/08/2008,6.03621275
02/09/2008,5.56585851
02/10/2008,5.64425088
02/11/2008,5.60505470
02/12/2008,5.52666232
02/13/2008,5.76183944
02/14/2008,5.36987758
02/15/2008,4.86032715
02/16/2008,4.70354240
02/17/2008,4.74273859
02/18/2008,4.86032715
02/19/2008,5.36987758
02/20/2008,5.87942800
02/21/2008,6.15380131
02/22/2008,5.99701656
02/23/2008,5.60505470
02/24/2008,5.44826995
02/25/2008,6.19299750
02/26/2008,6.70254792
02/27/2008,6.66335174
02/28/2008,6.78094030
02/29/2008,7.40807928
03/01/2008,11.48448270
03/02/2008,10.70055897
03/03/2008,8.89753438
03/04/2008,7.40807928
03/05/2008,6.38897843
03/06/2008,5.64425088
03/07/2008,5.25228902
03/08/2008,7.21209835
03/09/2008,7.87843352
03/10/2008,7.91762971
03/11/2008,11.09252083
03/12/2008,10.54377422
03/13/2008,11.13171702
03/14/2008,13.13072254
03/15/2008,12.38599499
03/16/2008,10.23020473
03/17/2008,8.77994582
03/18/2008,15.75686705
03/19/2008,18.69658105
03/20/2008,14.22821577
03/21/2008,11.44528651
03/22/2008,9.36788862
03/23/2008,8.30959158
03/24/2008,8.62316107
03/25/2008,7.76084496
03/26/2008,7.17290216
03/27/2008,6.34978224
03/28/2008,5.84023182
03/29/2008,5.17389664
03/30/2008,4.70354240
03/31/2008,4.27238435
04/01/2008,3.95881486
04/02/2008,3.74323583
04/03/2008,3.62172765
04/04/2008,3.71579850
04/05/2008,3.88042248
04/06/2008,4.66434622
04/07/2008,5.40907376
04/08/2008,5.36987758
04/09/2008,5.01711190
04/10/2008,4.78193478
04/11/2008,4.66434622
04/12/2008,5.80103563
04/13/2008,9.28949624
04/14/2008,11.24930558
04/15/2008,9.64226193
04/16/2008,7.99602208
04/17/2008,7.05531360
04/18/2008,6.74174411
04/19/2008,6.23219368
04/20/2008,5.68344707
04/21/2008,5.17389664
04/22/2008,5.21309283
04/23/2008,5.99701656
04/24/2008,5.95782038
04/25/2008,5.64425088
04/26/2008,5.64425088
04/27/2008,7.01611742
04/28/2008,9.79904667
04/29/2008,12.07242550
04/30/2008,10.97493227
05/01/2008,9.40708481
05/02/2008,8.42718014
05/03/2008,8.62316107
05/04/2008,9.01512294
05/05/2008,10.30859710
05/06/2008,12.22921025
05/07/2008,11.95483694
05/08/2008,10.46538185
05/09/2008,8.97592675
05/10/2008,8.07441446
05/11/2008,8.42718014
05/12/2008,8.07441446
05/13/2008,7.64325640
05/14/2008,8.42718014
05/15/2008,12.81715305
05/16/2008,20.69558657
05/17/2008,25.59510991
05/18/2008,23.28253489
05/19/2008,19.75487809
05/20/2008,18.73577724
05/21/2008,15.67847468
05/22/2008,12.42519118
05/23/2008,9.99502761
05/24/2008,8.62316107
05/25/2008,9.17190768
05/26/2008,8.93673056
05/27/2008,8.70155344
05/28/2008,11.95483694
05/29/2008,12.58197593
05/30/2008,10.58297041
05/31/2008,10.03422379
06/01/2008,9.32869243
06/02/2008,8.11361064
06/03/2008,9.95583142
06/04/2008,9.79904667
06/05/2008,8.07441446
06/06/2008,8.23119920
06/07/2008,8.38798395
06/08/2008,7.56486403
06/09/2008,7.56486403
06/10/2008,7.72164878
06/11/2008,7.17290216
06/12/2008,6.50656699
06/13/2008,6.78094030
06/14/2008,7.25129454
06/15/2008,7.05531360
06/16/2008,6.89852886
06/17/2008,6.62415555
06/18/2008,5.95782038
06/19/2008,5.44826995
06/20/2008,5.48746614
06/21/2008,5.76183944
06/22/2008,5.33068139
06/23/2008,4.78193478
06/24/2008,4.35077672
06/25/2008,4.15479579
06/26/2008,4.03720723
06/27/2008,3.99801104
06/28/2008,4.27238435
06/29/2008,4.35077672
06/30/2008,3.95881486
07/01/2008,3.51981756
07/02/2008,3.15921265
07/03/2008,2.87700010
07/04/2008,2.59086794
07/05/2008,2.33609273
07/06/2008,2.17930798
07/07/2008,2.05388018
07/08/2008,1.94805048
07/09/2008,1.85789925
07/10/2008,1.77166764
07/11/2008,1.67759679
07/12/2008,1.61096327
07/13/2008,1.54432976
07/14/2008,1.49729433
07/15/2008,1.44241967
07/16/2008,1.40322348
07/17/2008,1.36794692
07/18/2008,1.32875073
07/19/2008,1.29739378
07/20/2008,1.26995645
07/21/2008,1.23859950
07/22/2008,1.21508179
07/23/2008,1.20332293
07/24/2008,1.17588560
07/25/2008,1.14844827
07/26/2008,1.12493056
07/27/2008,1.10925208
07/28/2008,1.08573437
07/29/2008,1.07397552
07/30/2008,1.08181475
07/31/2008,1.05437742
08/01/2008,1.02302047
08/02/2008,1.00734200
08/03/2008,0.99558314
08/04/2008,0.97206543
08/05/2008,0.95638696
08/06/2008,0.94854772
08/07/2008,0.94070848
08/08/2008,0.92111039
08/09/2008,0.90151229
08/10/2008,0.88975344
08/11/2008,0.87799458
08/12/2008,0.86231611
08/13/2008,0.84663763
08/14/2008,0.83879840
08/15/2008,0.81528068
08/16/2008,0.79568259
08/17/2008,0.78784335
08/18/2008,0.79568259
08/19/2008,0.80352183
08/20/2008,1.40322348
08/21/2008,1.55216899
08/22/2008,1.09357361
08/23/2008,0.96422619
08/24/2008,0.89759268
08/25/2008,0.87015534
08/26/2008,0.84663763
08/27/2008,0.82311992
08/28/2008,0.81136106
08/29/2008,0.78784335
08/30/2008,0.76824526
08/31/2008,0.74864717
09/01/2008,0.73688831
09/02/2008,0.72120984
09/03/2008,0.70161174
09/04/2008,0.69377250
09/05/2008,0.68201365
09/06/2008,0.67025479
09/07/2008,0.65457632
09/08/2008,0.62713899
09/09/2008,0.61929975
09/10/2008,0.61929975
09/11/2008,0.60362127
09/12/2008,0.59970166
09/13/2008,0.59186242
09/14/2008,0.57618394
09/15/2008,0.55658585
09/16/2008,0.54874661
09/17/2008,0.54874661
09/18/2008,0.54874661
09/19/2008,0.54874661
09/20/2008,0.54874661
09/21/2008,0.56834471
09/22/2008,0.61538013
09/23/2008,0.56834471
09/24/2008,0.54090738
09/25/2008,0.56442509
09/26/2008,0.55266623
09/27/2008,0.52914852
09/28/2008,0.50955043
09/29/2008,0.49387195
09/30/2008,0.48603271
10/01/2008,0.47819348
10/02/2008,0.48995233
10/03/2008,0.63105861
10/04/2008,1.33658997
10/05/2008,1.12885018
10/06/2008,1.00342238
10/07/2008,1.01126162
10/08/2008,0.85055725
10/09/2008,0.75256678
10/10/2008,0.79176297
10/11/2008,0.72512945
10/12/2008,0.65457632
10/13/2008,0.61538013
10/14/2008,0.60362127
10/15/2008,0.58010356
10/16/2008,0.56442509
10/17/2008,0.55658585
10/18/2008,0.54874661
10/19/2008,0.52130928
10/20/2008,0.58794280
10/21/2008,0.67417441
10/22/2008,0.58010356
10/23/2008,0.54874661
10/24/2008,0.52914852
10/25/2008,0.51738966
10/26/2008,0.50955043
10/27/2008,0.50171119
10/28/2008,0.49387195
10/29/2008,0.49387195
10/30/2008,0.49387195
10/31/2008,0.50563081
11/01/2008,0.49779157
11/02/2008,0.72512945
11/03/2008,1.05829704
11/04/2008,2.10483523
11/05/2008,1.92845239
11/06/2008,5.25228902
11/07/2008,4.03720723
11/08/2008,3.11609684
11/09/2008,3.04946332
11/10/2008,2.59478756
11/11/2008,8.23119920
11/12/2008,16.38400604
11/13/2008,25.79109084
11/14/2008,10.54377422
11/15/2008,6.07540894
11/16/2008,4.23318816
11/17/2008,3.20232845
11/18/2008,2.63790336
11/19/2008,2.28513768
11/20/2008,2.43016357
11/21/2008,2.39488701
11/22/2008,2.28121807
11/23/2008,2.07739789
11/24/2008,1.92453277
11/25/2008,1.80302459
11/26/2008,1.69327526
11/27/2008,1.60704365
11/28/2008,1.52473166
11/29/2008,1.48161586
11/30/2008,1.42674120
12/01/2008,1.39930386
12/02/2008,2.24986112
12/03/2008,1.99900552
12/04/2008,1.79126573
12/05/2008,1.65799870
12/06/2008,1.56392785
12/07/2008,1.51297281
12/08/2008,1.49337471
12/09/2008,1.41498234
12/10/2008,1.36402730
12/11/2008,1.31307225
12/12/2008,1.46593738
12/13/2008,1.61880251
12/14/2008,1.49729433
12/15/2008,1.40714310
12/16/2008,1.36010768
12/17/2008,1.34834882
12/18/2008,1.37186653
12/19/2008,1.30523302
12/20/2008,1.29739378
12/21/2008,2.45760091
12/22/2008,3.29639930
12/23/2008,2.57910908
12/24/2008,2.32825349
12/25/2008,2.12443332
12/26/2008,1.92845239
12/27/2008,9.36788862
12/28/2008,61.92997497
12/29/2008,59.18624190
12/30/2008,27.43733068
12/31/2008,16.57998697
01/01/2009,45.85953842
01/02/2009,67.80940297
01/03/2009,27.59411543
01/04/2009,15.99204417
01/05/2009,17.79506876
01/06/2009,23.24333871
01/07/2009,35.59013751
01/08/2009,41.15599602
01/09/2009,27.94688111
01/10/2009,17.16792977
01/11/2009,12.03322931
01/12/2009,9.72065430
01/13/2009,8.97592675
01/14/2009,8.30959158
01/15/2009,8.46637632
01/16/2009,9.21110387
01/17/2009,9.83824286
01/18/2009,9.21110387
01/19/2009,8.30959158
01/20/2009,7.32968691
01/21/2009,6.54576318
01/22/2009,6.03621275
01/23/2009,5.68344707
01/24/2009,5.56585851
01/25/2009,5.29148520
01/26/2009,4.66434622
01/27/2009,4.31158054
01/28/2009,4.07640342
01/29/2009,3.72363774
01/30/2009,3.53941566
01/31/2009,3.41790748
02/01/2009,3.21408731
02/02/2009,3.02202599
02/03/2009,3.01810637
02/04/2009,3.28464044
02/05/2009,3.53941566
02/06/2009,3.90394019
02/07/2009,3.90394019
02/08/2009,3.71971812
02/09/2009,3.46886252
02/10/2009,3.26504235
02/11/2009,2.99850828
02/12/2009,2.82604506
02/13/2009,2.71629574
02/14/2009,2.59478756
02/15/2009,2.48503824
02/16/2009,2.45760091
02/17/2009,2.48895785
02/18/2009,2.41448510
02/19/2009,2.33217311
02/20/2009,2.27337883
02/21/2009,2.22242379
02/22/2009,2.46152052
02/23/2009,4.07640342
02/24/2009,6.78094030
02/25/2009,14.58098145
02/26/2009,14.46339289
02/27/2009,9.09351531
02/28/2009,6.74174411
03/01/2009,5.91862419
03/02/2009,7.40807928
03/03/2009,7.21209835
03/04/2009,6.19299750
03/05/2009,5.87942800
03/06/2009,5.76183944
03/07/2009,5.01711190
03/08/2009,4.50756147
03/09/2009,3.99801104
03/10/2009,3.59429032
03/11/2009,3.30815816
03/12/2009,3.09257913
03/13/2009,3.01026714
03/14/2009,3.37087206
03/15/2009,10.11261617
03/16/2009,11.99403313
03/17/2009,8.85833819
03/18/2009,7.21209835
03/19/2009,6.34978224
03/20/2009,6.42817462
03/21/2009,7.68245259
03/22/2009,7.44727547
03/23/2009,6.34978224
03/24/2009,5.99701656
03/25/2009,6.66335174
03/26/2009,7.80004115
03/27/2009,7.01611742
03/28/2009,7.40807928
03/29/2009,10.03422379
03/30/2009,8.19200302
03/31/2009,6.93772504
04/01/2009,6.23219368
04/02/2009,11.83724838
04/03/2009,11.44528651
04/04/2009,9.01512294
04/05/2009,7.40807928
04/06/2009,6.70254792
04/07/2009,7.13370598
04/08/2009,8.03521827
04/09/2009,9.28949624
04/10/2009,9.60306574
04/11/2009,8.19200302
04/12/2009,7.40807928
04/13/2009,10.26940091
04/14/2009,8.62316107
04/15/2009,7.21209835
04/16/2009,6.07540894
04/17/2009,5.48746614
04/18/2009,5.17389664
04/19/2009,5.25228902
04/20/2009,6.82013648
04/21/2009,9.21110387
04/22/2009,9.21110387
04/23/2009,7.68245259
04/24/2009,5.84023182
04/25/2009,4.78193478
04/26/2009,4.11559960
04/27/2009,3.71971812
04/28/2009,3.55509413
04/29/2009,3.29639930
04/30/2009,2.97499057
05/01/2009,2.90835705
05/02/2009,3.89610096
05/03/2009,5.05630808
05/04/2009,5.64425088
05/05/2009,18.38301156
05/06/2009,19.08854292
05/07/2009,18.65738486
05/08/2009,13.64027297
05/09/2009,10.26940091
05/10/2009,8.42718014
05/11/2009,7.44727547
05/12/2009,6.62415555
05/13/2009,5.80103563
05/14/2009,10.23020473
05/15/2009,9.09351531
05/16/2009,8.07441446
05/17/2009,8.07441446
05/18/2009,7.80004115
05/19/2009,7.17290216
05/20/2009,5.68344707
05/21/2009,4.89952334
05/22/2009,4.58595384
05/23/2009,4.46836528
05/24/2009,4.27238435
05/25/2009,3.90002058
05/26/2009,3.62564727
05/27/2009,3.45710367
05/28/2009,3.41790748
05/29/2009,3.41398786
05/30/2009,3.18273036
05/31/2009,2.92795515
06/01/2009,2.71629574
06/02/2009,2.50463633
06/03/2009,2.33609273
06/04/2009,2.40272624
06/05/2009,2.23418264
06/06/2009,2.13227256
06/07/2009,1.99508590
06/08/2009,1.87357772
06/09/2009,1.78342649
06/10/2009,1.85006001
06/11/2009,2.00684476
06/12/2009,1.84222077
06/13/2009,1.78734611
06/14/2009,1.82262268
06/15/2009,1.67759679
06/16/2009,1.59528480
06/17/2009,1.54041014
06/18/2009,1.43850005
06/19/2009,1.45809814
06/20/2009,1.41106272
06/21/2009,1.38362539
06/22/2009,1.35226844
06/23/2009,1.30131340
06/24/2009,1.26211721
06/25/2009,1.22684064
06/26/2009,1.19548369
06/27/2009,1.14060903
06/28/2009,1.09357361
06/29/2009,1.07789513
06/30/2009,1.05045780
07/01/2009,1.02302047
07/02/2009,0.99558314
07/03/2009,0.96814581
07/04/2009,0.94854772
07/05/2009,0.92111039
07/06/2009,0.88191420
07/07/2009,0.87799458
07/08/2009,0.86231611
07/09/2009,0.85055725
07/10/2009,0.83879840
07/11/2009,0.83095916
07/12/2009,0.82703954
07/13/2009,0.85055725
07/14/2009,0.81136106
07/15/2009,0.78000412
07/16/2009,0.74472755
07/17/2009,0.72120984
07/18/2009,0.70945098
07/19/2009,0.68985289
07/20/2009,0.67809403
07/21/2009,0.66241556
07/22/2009,0.65457632
07/23/2009,0.64281746
07/24/2009,0.63497822
07/25/2009,0.61538013
07/26/2009,0.58794280
07/27/2009,0.57226433
07/28/2009,0.55658585
07/29/2009,0.54874661
07/30/2009,0.53306814
07/31/2009,0.52914852
08/01/2009,0.52522890
08/02/2009,0.52130928
08/03/2009,0.50563081
08/04/2009,0.49779157
08/05/2009,0.48603271
08/06/2009,0.53306814
08/07/2009,0.64281746
08/08/2009,0.58010356
08/09/2009,0.53698776
08/10/2009,0.50955043
08/11/2009,0.49387195
08/12/2009,0.48603271
08/13/2009,0.48995233
08/14/2009,0.48995233
08/15/2009,0.47427386
08/16/2009,0.46643462
08/17/2009,0.45859538
08/18/2009,0.44683653
08/19/2009,0.43899729
08/20/2009,0.42723843
08/21/2009,0.42331882
08/22/2009,0.41939920
08/23/2009,0.41939920
08/24/2009,0.41547958
08/25/2009,0.40764034
08/26/2009,0.40764034
08/27/2009,0.39980110
08/28/2009,0.39588149
08/29/2009,0.41155996
08/30/2009,0.39980110
08/31/2009,0.39588149
09/01/2009,0.39196187
09/02/2009,0.39039402
09/03/2009,0.38059497
09/04/2009,0.37667535
09/05/2009,0.45467577
09/06/2009,0.56834471
09/07/2009,0.54874661
09/08/2009,0.44291691
09/09/2009,0.41547958
09/10/2009,0.40372072
09/11/2009,0.39588149
09/12/2009,0.38686636
09/13/2009,0.38490655
09/14/2009,0.38137890
09/15/2009,0.37353966
09/16/2009,0.37157985
09/17/2009,0.37157985
09/18/2009,0.36922808
09/19/2009,0.36844415
09/20/2009,0.39039402
09/21/2009,0.36805219
09/22/2009,0.35511745
09/23/2009,0.34649429
09/24/2009,0.34453448
09/25/2009,0.34571037
09/26/2009,0.34453448
09/27/2009,0.34335860
09/28/2009,0.33669524
09/29/2009,0.39980110
09/30/2009,0.52522890
10/01/2009,0.45075615
10/02/2009,0.39980110
10/03/2009,0.41155996
10/04/2009,0.45859538
10/05/2009,0.44683653
10/06/2009,0.39980110
10/07/2009,0.38216282
10/08/2009,0.37157985
10/09/2009,0.36883612
10/10/2009,0.35786118
10/11/2009,0.35786118
10/12/2009,0.35786118
10/13/2009,0.36452454
10/14/2009,0.80744145
10/15/2009,1.00734200
10/16/2009,0.59578204
10/17/2009,0.50563081
10/18/2009,0.53698776
10/19/2009,0.45859538
10/20/2009,0.42723843
10/21/2009,0.47819348
10/22/2009,0.52522890
10/23/2009,0.74080793
10/24/2009,0.89759268
10/25/2009,0.58794280
10/26/2009,1.32483111
10/27/2009,1.79910497
10/28/2009,1.22292102
10/29/2009,1.40714310
10/30/2009,2.13227256
10/31/2009,2.92403553
11/01/2009,2.19106684
11/02/2009,1.47769624
11/03/2009,1.16020713
11/04/2009,0.96422619
11/05/2009,0.87799458
11/06/2009,2.54775213
11/07/2009,3.69620040
11/08/2009,4.35077672
11/09/2009,3.19840883
11/10/2009,3.40614862
11/11/2009,3.28072083
11/12/2009,3.26112273
11/13/2009,2.95931209
11/14/2009,2.48895785
11/15/2009,2.12443332
11/16/2009,2.06955866
11/17/2009,3.56293337
11/18/2009,3.87258324
11/19/2009,3.37871129
11/20/2009,3.22192655
11/21/2009,3.03770447
11/22/2009,6.70254792
11/23/2009,5.17389664
11/24/2009,4.07640342
11/25/2009,3.73539659
11/26/2009,4.31158054
11/27/2009,8.19200302
11/28/2009,6.54576318
11/29/2009,4.97791571
11/30/2009,4.03720723
12/01/2009,3.41790748
12/02/2009,2.96323171
12/03/2009,2.57910908
12/04/2009,2.30865540
12/05/2009,2.08523713
12/06/2009,1.94805048
12/07/2009,1.76774802
12/08/2009,1.64623984
12/09/2009,1.56784747
12/10/2009,1.52865128
12/11/2009,1.48945509
12/12/2009,1.48945509
12/13/2009,1.37970577
12/14/2009,1.31307225
12/15/2009,6.54576318
12/16/2009,13.64027297
12/17/2009,14.93374713
12/18/2009,10.62216659
12/19/2009,8.54476870
12/20/2009,7.29049072
12/21/2009,9.01512294
12/22/2009,8.07441446
12/23/2009,6.31058606
12/24/2009,5.25228902
12/25/2009,4.58595384
12/26/2009,4.03720723
12/27/2009,3.58253146
12/28/2009,3.19056960
12/29/2009,2.97107095
12/30/2009,2.93579438
12/31/2009,10.81814753
01/01/2010,32.76801207
01/02/2010,23.47851583
01/03/2010,14.85535475
01/04/2010,11.24930558
01/05/2010,13.99303865
01/06/2010,21.12674462
01/07/2010,14.85535475
01/08/2010,10.89653990
01/09/2010,9.05431912
01/10/2010,7.32968691
01/11/2010,6.11460512
01/12/2010,5.76183944
01/13/2010,5.56585851
01/14/2010,6.23219368
01/15/2010,5.68344707
01/16/2010,8.74074963
01/17/2010,9.48547718
01/18/2010,8.46637632
01/19/2010,6.93772504
01/20/2010,5.72264326
01/21/2010,4.82113096
01/22/2010,4.23318816
01/23/2010,3.68836117
01/24/2010,3.95881486
01/25/2010,4.93871952
01/26/2010,4.74273859
01/27/2010,4.31158054
01/28/2010,3.88434210
01/29/2010,3.64916498
01/30/2010,3.42966634
01/31/2010,3.30815816
02/01/2010,3.32383663
02/02/2010,3.68444155
02/03/2010,3.55901375
02/04/2010,3.55117451
02/05/2010,3.53941566
02/06/2010,3.41790748
02/07/2010,3.40222900
02/08/2010,3.23760502
02/09/2010,3.06122218
02/10/2010,2.97107095
02/11/2010,4.15479579
02/12/2010,5.36987758
02/13/2010,5.36987758
02/14/2010,5.33068139
02/15/2010,5.25228902
02/16/2010,4.93871952
02/17/2010,4.54675766
02/18/2010,4.03720723
02/19/2010,3.66092384
02/20/2010,3.28464044
02/21/2010,3.00634752
02/22/2010,2.73589383
02/23/2010,2.66142108
02/24/2010,3.99801104
02/25/2010,5.56585851
02/26/2010,5.21309283
02/27/2010,4.58595384
02/28/2010,3.95881486
03/01/2010,3.56293337
03/02/2010,3.27288159
03/03/2010,3.15137341
03/04/2010,2.95931209
03/05/2010,2.72413497
03/06/2010,2.53599328
03/07/2010,2.40664586
03/08/2010,2.29689654
03/09/2010,2.14011179
03/10/2010,2.10091561
03/11/2010,2.52815404
03/12/2010,3.61780803
03/13/2010,3.71187888
03/14/2010,3.32383663
03/15/2010,3.16313227
03/16/2010,3.17881074
03/17/2010,3.07690065
03/18/2010,2.86132163
03/19/2010,2.64574260
03/20/2010,2.51639519
03/21/2010,2.71237612
03/22/2010,3.06514180
03/23/2010,2.79468811
03/24/2010,2.63790336
03/25/2010,3.41790748
03/26/2010,5.44826995
03/27/2010,5.33068139
03/28/2010,5.25228902
03/29/2010,18.77497342
03/30/2010,19.91166284
03/31/2010,13.36589966
04/01/2010,9.64226193
04/02/2010,8.74074963
04/03/2010,8.54476870
04/04/2010,7.44727547
04/05/2010,6.42817462
04/06/2010,5.95782038
04/07/2010,5.99701656
04/08/2010,6.58495936
04/09/2010,5.84023182
04/10/2010,5.17389664
04/11/2010,4.97791571
04/12/2010,4.89952334
04/13/2010,5.05630808
04/14/2010,5.48746614
04/15/2010,6.70254792
04/16/2010,6.62415555
04/17/2010,6.85933267
04/18/2010,6.93772504
04/19/2010,7.09450979
04/20/2010,7.17290216
04/21/2010,7.13370598
04/22/2010,5.80103563
